case_id,split,source_phase,target_phase,ssim,ncc,source_shape,target_shape,issue
1.2.840.113619.2.278.3.717616.260.1578649386.487,train,non-contrast,arterial,0.6610420566124019,0.8337375424476805,"(265, 143, 184)","(265, 143, 184)",ok
1.2.840.113619.2.278.3.717616.306.1582703645.511,train,non-contrast,venous,0.771713971390211,0.9549397406431369,"(231, 111, 151)","(231, 111, 151)",ok
1.2.840.113619.2.278.3.717616.306.1582703645.511,train,non-contrast,arterial,0.5898894106830672,0.8793957966209469,"(231, 111, 151)","(231, 111, 151)",ok
1.2.840.113619.2.278.3.717616.286.1587944983.828,train,non-contrast,venous,0.6166461797016309,0.8637604560632995,"(229, 141, 178)","(229, 141, 178)",ok
1.2.840.113619.2.278.3.717616.286.1587944983.828,train,non-contrast,arterial,0.663378043969048,0.8964308835300775,"(229, 141, 178)","(229, 141, 178)",ok
1.2.840.113619.2.278.3.717616.204.1584947859.517,train,non-contrast,venous,0.7436718286095858,0.9173339883590911,"(240, 132, 170)","(240, 132, 170)",ok
1.2.840.113619.2.278.3.717616.204.1584947859.517,train,non-contrast,arterial,0.6062858791748841,0.840317670231568,"(240, 132, 170)","(240, 132, 170)",ok
1.2.840.113619.2.278.3.717616.286.1587944984.611,train,non-contrast,arterial,0.44988523616058435,0.8465861507204219,"(232, 121, 165)","(232, 121, 165)",low_similarity
1.2.840.113619.2.278.3.717616.286.1587944984.611,train,non-contrast,venous,0.6637073197875794,0.8991885309953099,"(232, 121, 165)","(232, 121, 165)",ok
1.2.840.113619.2.278.3.717616.228.1585527924.199,train,non-contrast,arterial,0.684188392749003,0.8086938384734366,"(268, 140, 197)","(268, 140, 197)",ok
1.2.840.113619.2.278.3.717616.228.1585527924.199,train,non-contrast,venous,0.8351719175408506,0.9043012510951935,"(268, 140, 197)","(268, 140, 197)",ok
1.2.840.113619.2.278.3.717616.259.1592554897.97,train,non-contrast,arterial,0.7974644554138185,0.8326582871050713,"(288, 156, 196)","(288, 156, 196)",ok
1.2.840.113619.2.278.3.717616.259.1592554897.97,train,non-contrast,venous,0.7922952002257946,0.8396080769750291,"(288, 156, 196)","(288, 156, 196)",ok
1.2.840.113619.2.359.3.2831208971.163.1572480858.906,train,non-contrast,arterial,0.4276960991995777,0.41647297977646797,"(252, 133, 191)","(252, 133, 191)",low_similarity
1.2.840.113619.2.359.3.2831208971.163.1572480858.906,train,non-contrast,venous,0.7561373179590762,0.801792873929899,"(252, 133, 191)","(252, 133, 191)",ok
1.2.840.113619.2.359.3.2831208971.134.1574466852.398,train,non-contrast,arterial,0.39998546137399965,0.4767567463726861,"(269, 154, 210)","(269, 154, 210)",low_similarity
1.2.840.113619.2.359.3.2831208971.134.1574466852.398,train,non-contrast,venous,0.7045541194010043,0.9031701466225645,"(269, 154, 210)","(269, 154, 210)",ok
1.2.840.113619.2.278.3.717616.260.1578649372.302,train,non-contrast,venous,0.796946114298963,0.8923461308671431,"(274, 154, 199)","(274, 154, 199)",ok
1.2.840.113619.2.278.3.717616.260.1578649372.302,train,non-contrast,arterial,0.7697685427153458,0.8658818729271062,"(274, 154, 199)","(274, 154, 199)",ok
1.2.840.113619.2.278.3.717616.259.1592554905.716,train,non-contrast,venous,0.7479639273514768,0.8789473239190059,"(276, 136, 166)","(276, 136, 166)",ok
1.2.840.113619.2.278.3.717616.259.1592554905.716,train,non-contrast,arterial,0.586175941259907,0.8288541253272852,"(276, 136, 166)","(276, 136, 166)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574652927.757399,train,non-contrast,arterial,0.7542412966799869,0.9449202799168521,"(411, 139, 192)","(411, 139, 192)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574652927.757399,train,non-contrast,venous,0.8054121138799648,0.945096086829533,"(411, 139, 192)","(411, 139, 192)",ok
1.2.840.113619.2.278.3.717616.166.1580339224.657,train,non-contrast,venous,0.5136869492298951,0.8411208036723318,"(267, 155, 190)","(267, 155, 190)",ok
1.2.840.113619.2.278.3.717616.166.1580339224.657,train,non-contrast,arterial,0.8508530793616345,0.971834236779166,"(267, 155, 190)","(267, 155, 190)",ok
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,train,non-contrast,venous,0.6263971993579249,0.7955040093596298,"(263, 137, 175)","(263, 137, 175)",ok
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,train,non-contrast,arterial,0.26039676256234995,0.2374771130197438,"(263, 137, 175)","(263, 137, 175)",low_similarity
1.2.840.113619.2.359.3.2831208971.992.1592264343.741,train,non-contrast,venous,0.6934178808402788,0.6569126311868405,"(275, 171, 207)","(275, 171, 207)",ok
1.2.840.113619.2.359.3.2831208971.992.1592264343.741,train,non-contrast,other,0.17042180328765483,-0.007133335876658489,"(275, 171, 207)","(275, 171, 207)",low_similarity
1.2.840.113619.2.359.3.2831208971.992.1592264343.741,train,non-contrast,arterial,0.41369753407552545,0.08746173625425971,"(275, 171, 207)","(275, 171, 207)",low_similarity
1.2.840.113619.2.359.3.2831208971.130.1572394495.871,train,non-contrast,other,0.2579807513734772,0.11625135806112855,"(254, 148, 191)","(254, 148, 191)",low_similarity
1.2.840.113619.2.359.3.2831208971.130.1572394495.871,train,non-contrast,arterial,0.26067833024243925,0.18930503346948158,"(254, 148, 191)","(254, 148, 191)",low_similarity
1.2.840.113619.2.359.3.2831208971.130.1572394495.871,train,non-contrast,venous,0.6838216259641398,0.7088103669175259,"(254, 148, 191)","(254, 148, 191)",ok
1.2.840.113619.2.278.3.717616.286.1593493249.833,train,non-contrast,venous,0.6103416548719216,0.8599007456688759,"(266, 143, 201)","(266, 143, 201)",ok
1.2.840.113619.2.278.3.717616.286.1593493249.833,train,non-contrast,arterial,0.6322561651151368,0.8624244456529551,"(266, 143, 201)","(266, 143, 201)",ok
1.2.840.113619.2.278.3.717616.260.1578649371.734,train,non-contrast,venous,0.7045770243760481,0.784056115968846,"(292, 165, 204)","(292, 165, 204)",ok
1.2.840.113619.2.278.3.717616.260.1578649371.734,train,non-contrast,arterial,0.7576254050828479,0.8840253046877967,"(292, 165, 204)","(292, 165, 204)",ok
1.2.840.113619.2.278.3.717616.260.1578649416.931,train,non-contrast,venous,0.6347925487602817,0.7017857467964133,"(279, 181, 178)","(279, 181, 178)",ok
1.2.840.113619.2.278.3.717616.260.1578649416.931,train,non-contrast,arterial,0.7667820424104365,0.8344757124665767,"(279, 181, 178)","(279, 181, 178)",ok
1.2.840.113619.2.278.3.717616.286.1593493262.858,val,non-contrast,venous,0.7765738895494898,0.8838185741239247,"(270, 171, 198)","(270, 171, 198)",ok
1.2.840.113619.2.278.3.717616.286.1593493262.858,val,non-contrast,arterial,0.7947980401662582,0.9063039528897547,"(270, 171, 198)","(270, 171, 198)",ok
1.2.840.113619.2.278.3.717616.260.1578649380.289,val,non-contrast,arterial,0.8567968783749459,0.9559374586032676,"(255, 159, 181)","(255, 159, 181)",ok
1.2.840.113619.2.278.3.717616.260.1578649380.289,val,non-contrast,venous,0.5721530466128107,0.8385973246691132,"(255, 159, 181)","(255, 159, 181)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574651082.95426,val,non-contrast,arterial,0.7168756682433581,0.9135782213844994,"(427, 148, 187)","(427, 148, 187)",ok
1.2.392.200036.9116.2.5.1.37.2418751871.1574651082.95426,val,non-contrast,venous,0.486519474267893,0.7397229937414525,"(427, 148, 187)","(427, 148, 187)",ok
1.2.840.113619.2.278.3.717616.260.1578649417.892,val,non-contrast,venous,0.7586177669854532,0.8706411619160865,"(290, 142, 199)","(290, 142, 199)",ok
1.2.840.113619.2.278.3.717616.260.1578649417.892,val,non-contrast,arterial,0.8025576636074241,0.9273213431795458,"(290, 142, 199)","(290, 142, 199)",ok
1.2.840.113619.2.359.3.2831208971.849.1570580228.36,val,non-contrast,venous,0.626335609173051,0.7837855565259728,"(219, 155, 175)","(219, 155, 175)",ok
1.2.840.113619.2.359.3.2831208971.849.1570580228.36,val,non-contrast,other,0.5065162731470643,0.5935181505057199,"(219, 155, 175)","(219, 155, 175)",ok
1.2.840.113619.2.359.3.2831208971.849.1570580228.36,val,non-contrast,arterial,0.21039749340795622,0.27429996969873577,"(219, 155, 175)","(219, 155, 175)",low_similarity
1.2.840.113619.2.278.3.717616.323.1577925255.997,val,non-contrast,venous,0.4777650404093937,0.7866868527173689,"(248, 139, 180)","(248, 139, 180)",ok
1.2.840.113619.2.278.3.717616.323.1577925255.997,val,non-contrast,arterial,0.6828450413865244,0.8893710348845104,"(248, 139, 180)","(248, 139, 180)",ok
1.2.840.113619.2.278.3.717616.306.1582703665.824,val,non-contrast,arterial,0.7140007788484274,0.9310105442966148,"(249, 136, 183)","(249, 136, 183)",ok
1.2.840.113619.2.278.3.717616.306.1582703665.824,val,non-contrast,venous,0.6452762409342984,0.8886570799974838,"(249, 136, 183)","(249, 136, 183)",ok
1.2.840.113619.2.278.3.717616.286.1593493317.912,val,non-contrast,venous,0.6300724481092537,0.9054885112786721,"(270, 152, 188)","(270, 152, 188)",ok
1.2.840.113619.2.278.3.717616.286.1593493317.912,val,non-contrast,arterial,0.713579655026587,0.9417750169922824,"(270, 152, 188)","(270, 152, 188)",ok
1.2.840.113619.2.359.3.2831208971.164.1590190851.643,val,non-contrast,arterial,0.3429307606907586,0.3251629345576299,"(267, 162, 185)","(267, 162, 185)",low_similarity
1.2.840.113619.2.359.3.2831208971.164.1590190851.643,val,non-contrast,venous,0.8162616993861025,0.7471603099077408,"(267, 162, 185)","(267, 162, 185)",ok
1.2.840.113619.2.278.3.717616.166.1580339223.519,val,non-contrast,venous,0.7590308073252717,0.9393545151512901,"(272, 151, 189)","(272, 151, 189)",ok
1.2.840.113619.2.278.3.717616.166.1580339223.519,val,non-contrast,arterial,0.5478016933067793,0.8398953436820229,"(272, 151, 189)","(272, 151, 189)",ok
1.2.840.113619.2.278.3.717616.259.1592554937.658,val,non-contrast,arterial,0.7734385946487311,0.9604568650106649,"(263, 142, 175)","(263, 142, 175)",ok
1.2.840.113619.2.278.3.717616.259.1592554937.658,val,non-contrast,venous,0.7775963412608788,0.959707270935169,"(263, 142, 175)","(263, 142, 175)",ok
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,val,non-contrast,venous,0.7005230706633022,0.7027838786861992,"(280, 143, 196)","(280, 143, 196)",ok
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,val,non-contrast,arterial,0.2165601872788469,0.2254720109649543,"(280, 143, 196)","(280, 143, 196)",low_similarity
1.2.840.113619.2.278.3.717616.286.1593493297.670,val,non-contrast,arterial,0.894022911325194,0.9762845827617717,"(257, 149, 190)","(257, 149, 190)",ok
1.2.840.113619.2.278.3.717616.286.1593493297.670,val,non-contrast,venous,0.6516220860442726,0.8998560403820941,"(257, 149, 190)","(257, 149, 190)",ok
1.2.840.113619.2.278.3.717616.306.1582703674.772,val,non-contrast,arterial,0.7025003742207215,0.90006516602115,"(284, 147, 168)","(284, 147, 168)",ok
1.2.840.113619.2.278.3.717616.306.1582703674.772,val,non-contrast,venous,0.6459452690053797,0.8558803676149402,"(284, 147, 168)","(284, 147, 168)",ok
1.2.840.113619.2.278.3.717616.202.1592287869.821,val,non-contrast,arterial,0.5291622735418596,0.8012045270569843,"(266, 138, 184)","(266, 138, 184)",ok
1.2.840.113619.2.278.3.717616.202.1592287869.821,val,non-contrast,venous,0.5127913514299912,0.7842325056807182,"(266, 138, 184)","(266, 138, 184)",ok
1.2.840.113619.2.278.3.717616.306.1582703623.307,val,non-contrast,arterial,0.7987518673975419,0.9728554042569939,"(269, 145, 187)","(269, 145, 187)",ok
1.2.840.113619.2.278.3.717616.306.1582703623.307,val,non-contrast,venous,0.6730421937670484,0.8986784657726063,"(269, 145, 187)","(269, 145, 187)",ok
1.2.840.113619.2.278.3.717616.239.1576237164.135,val,non-contrast,arterial,0.7669718294009782,0.9100312917046443,"(265, 136, 184)","(265, 136, 184)",ok
1.2.840.113619.2.278.3.717616.239.1576237164.135,val,non-contrast,venous,0.5806816922888952,0.8304964695038468,"(265, 136, 184)","(265, 136, 184)",ok
1.2.840.113619.2.278.3.717616.228.1585527915.93,val,non-contrast,venous,0.7243774238429943,0.9301920536368552,"(260, 151, 192)","(260, 151, 192)",ok
1.2.840.113619.2.278.3.717616.228.1585527915.93,val,non-contrast,arterial,0.8287421385523304,0.9610394510727304,"(260, 151, 192)","(260, 151, 192)",ok
1.2.840.113619.2.278.3.717616.306.1582703665.23,val,non-contrast,venous,0.5810790176324612,0.8915438707160674,"(271, 135, 192)","(271, 135, 192)",ok
1.2.840.113619.2.278.3.717616.306.1582703665.23,val,non-contrast,arterial,0.5272906273201732,0.8468277883580992,"(271, 135, 192)","(271, 135, 192)",ok
1.2.840.113619.2.359.3.2831208971.86.1583974413.503,val,non-contrast,venous,0.9085314184982751,0.8998918393379125,"(243, 138, 195)","(243, 138, 195)",ok
1.2.840.113619.2.359.3.2831208971.86.1583974413.503,val,non-contrast,arterial,0.2963803120927421,0.3473874966616235,"(243, 138, 195)","(243, 138, 195)",low_similarity
1.2.840.113619.2.278.3.717616.249.1585713656.349,val,non-contrast,venous,0.686774870386262,0.9152286660982012,"(286, 161, 192)","(286, 161, 192)",ok
1.2.840.113619.2.278.3.717616.249.1585713656.349,val,non-contrast,arterial,0.7975328873734124,0.9496116036885862,"(286, 161, 192)","(286, 161, 192)",ok
1.2.840.113619.2.278.3.717616.306.1582703661.35,test,non-contrast,arterial,0.6453230078351841,0.9191565455567202,"(267, 151, 183)","(267, 151, 183)",ok
1.2.840.113619.2.278.3.717616.306.1582703661.35,test,non-contrast,venous,0.6398321675567354,0.9274575475870863,"(267, 151, 183)","(267, 151, 183)",ok
1.2.840.113619.2.278.3.717616.204.1584947878.721,test,non-contrast,arterial,0.7495750384252616,0.9600122638244546,"(255, 124, 173)","(255, 124, 173)",ok
1.2.840.113619.2.278.3.717616.204.1584947878.721,test,non-contrast,venous,0.39284515410577264,0.6641107405705482,"(255, 124, 173)","(255, 124, 173)",low_similarity
1.2.840.113619.2.278.3.717616.286.1587944978.330,test,non-contrast,venous,0.5703568649884484,0.7655065077985828,"(242, 123, 165)","(242, 123, 165)",ok
1.2.840.113619.2.278.3.717616.286.1587944978.330,test,non-contrast,arterial,0.15303277033710824,0.09271217820352168,"(242, 123, 165)","(242, 123, 165)",low_similarity
1.2.840.113619.2.359.3.2831208971.294.1582849361.600,test,non-contrast,arterial,0.14286861843573445,0.09539701549982758,"(257, 139, 183)","(257, 139, 183)",low_similarity
1.2.840.113619.2.359.3.2831208971.294.1582849361.600,test,non-contrast,other,0.18996615542157308,0.13549260730402632,"(257, 139, 183)","(257, 139, 183)",low_similarity
1.2.840.113619.2.359.3.2831208971.294.1582849361.600,test,non-contrast,venous,0.5789252733152799,0.6864154179864204,"(257, 139, 183)","(257, 139, 183)",ok
1.2.840.113619.2.278.3.717616.306.1582703630.242,test,non-contrast,venous,0.5749636157403328,0.8703658337009699,"(260, 132, 173)","(260, 132, 173)",ok
1.2.840.113619.2.278.3.717616.306.1582703630.242,test,non-contrast,arterial,0.44829862052510333,0.631481279761922,"(260, 132, 173)","(260, 132, 173)",low_similarity
1.2.840.113619.2.359.3.2831208971.225.1582503716.763,test,non-contrast,other,0.3126094212060333,0.2701634066608613,"(265, 155, 190)","(265, 155, 190)",low_similarity
1.2.840.113619.2.359.3.2831208971.225.1582503716.763,test,non-contrast,arterial,0.36904914959103785,0.40416900818516116,"(265, 155, 190)","(265, 155, 190)",low_similarity
1.2.840.113619.2.359.3.2831208971.225.1582503716.763,test,non-contrast,venous,0.7266596227301984,0.769582311858745,"(265, 155, 190)","(265, 155, 190)",ok
1.2.840.113619.2.278.3.717616.249.1585713650.578,test,non-contrast,arterial,0.5352125323863095,0.8381350973815621,"(260, 141, 181)","(260, 141, 181)",ok
1.2.840.113619.2.278.3.717616.249.1585713650.578,test,non-contrast,venous,0.5952570894610975,0.8878057380187883,"(260, 141, 181)","(260, 141, 181)",ok
1.2.840.113619.2.278.3.717616.286.1587944968.878,test,non-contrast,arterial,0.7410159532623757,0.8285324671224995,"(289, 156, 209)","(289, 156, 209)",ok
1.2.840.113619.2.278.3.717616.286.1587944968.878,test,non-contrast,venous,0.7867548501205363,0.8958360154575857,"(289, 156, 209)","(289, 156, 209)",ok
1.2.840.113619.2.359.3.2831208971.27.1557706776.428,test,non-contrast,venous,0.6553702831784557,0.7607605116329034,"(262, 139, 181)","(262, 139, 181)",ok
1.2.840.113619.2.359.3.2831208971.27.1557706776.428,test,non-contrast,other,0.5550660006999537,0.6467455587743711,"(262, 139, 181)","(262, 139, 181)",ok
1.2.840.113619.2.359.3.2831208971.27.1557706776.428,test,non-contrast,arterial,0.4573422513039165,0.5295050027148713,"(262, 139, 181)","(262, 139, 181)",ok
1.2.840.113619.2.278.3.717616.259.1592554922.726,test,non-contrast,venous,0.5931649404568655,0.7758986206745744,"(255, 136, 191)","(255, 136, 191)",ok
1.2.840.113619.2.278.3.717616.259.1592554922.726,test,non-contrast,arterial,0.7676065443590531,0.9018905622634852,"(255, 136, 191)","(255, 136, 191)",ok
1.2.840.113619.2.359.3.2831208971.265.1590967284.608,test,non-contrast,arterial,0.5790084237470339,0.6617112816989783,"(269, 137, 184)","(269, 137, 184)",ok
1.2.840.113619.2.359.3.2831208971.265.1590967284.608,test,non-contrast,other,0.5027854393554556,0.5305935728730317,"(269, 137, 184)","(269, 137, 184)",ok
1.2.840.113619.2.359.3.2831208971.265.1590967284.608,test,non-contrast,venous,0.8357607337758661,0.9065217630252681,"(269, 137, 184)","(269, 137, 184)",ok
1.2.840.113619.2.278.3.717616.259.1592554905.422,test,non-contrast,arterial,0.800249735095413,0.9244716072208128,"(287, 162, 209)","(287, 162, 209)",ok
1.2.840.113619.2.278.3.717616.259.1592554905.422,test,non-contrast,venous,0.7387681794971395,0.8771647994436578,"(287, 162, 209)","(287, 162, 209)",ok
1.2.840.113619.2.278.3.717616.286.1593493314.315,test,non-contrast,venous,0.6103797303900744,0.8847474061036473,"(249, 137, 168)","(249, 137, 168)",ok
1.2.840.113619.2.278.3.717616.286.1593493314.315,test,non-contrast,arterial,0.4999574492759719,0.7855098632943325,"(249, 137, 168)","(249, 137, 168)",ok
1.2.840.113619.2.359.3.2831208971.881.1583886732.445,test,non-contrast,venous,0.6405718865165688,0.7575067720312606,"(268, 140, 166)","(268, 140, 166)",ok
1.2.840.113619.2.359.3.2831208971.881.1583886732.445,test,non-contrast,arterial,0.22952845368350405,0.3699624501879346,"(268, 140, 166)","(268, 140, 166)",low_similarity
1.2.840.113619.2.359.3.2831208971.881.1583886732.445,test,non-contrast,other,0.2507562324458385,0.2624498753259032,"(268, 140, 166)","(268, 140, 166)",low_similarity
1.2.840.113619.2.278.3.717616.259.1592554916.256,test,non-contrast,venous,0.8400192827773598,0.9446193680121946,"(294, 157, 206)","(294, 157, 206)",ok
1.2.840.113619.2.278.3.717616.259.1592554916.256,test,non-contrast,arterial,0.7949852489149136,0.8716260455859919,"(294, 157, 206)","(294, 157, 206)",ok
1.2.840.113619.2.278.3.717616.259.1592554893.267,test,non-contrast,venous,0.6081497170918968,0.7372968871746534,"(300, 154, 204)","(300, 154, 204)",ok
1.2.840.113619.2.278.3.717616.259.1592554893.267,test,non-contrast,arterial,0.5843117834073812,0.7403901566490528,"(300, 154, 204)","(300, 154, 204)",ok
1.2.840.113619.2.278.3.717616.249.1585713641.286,test,non-contrast,venous,0.701380714410206,0.7405927162077268,"(302, 163, 208)","(302, 163, 208)",ok
1.2.840.113619.2.278.3.717616.249.1585713641.286,test,non-contrast,arterial,0.6527837329942212,0.7207720813366779,"(302, 163, 208)","(302, 163, 208)",ok
1.2.840.113619.2.278.3.717616.239.1576237177.531,test,non-contrast,venous,0.7009783277288859,0.8763858656346413,"(223, 131, 179)","(223, 131, 179)",ok
1.2.840.113619.2.278.3.717616.239.1576237177.531,test,non-contrast,arterial,0.7106036258123477,0.9079068868203194,"(223, 131, 179)","(223, 131, 179)",ok
1.2.840.113619.2.278.3.717616.286.1593493320.133,test,non-contrast,arterial,0.6233005986053402,0.8534898238262526,"(284, 152, 194)","(284, 152, 194)",ok
1.2.840.113619.2.278.3.717616.286.1593493320.133,test,non-contrast,venous,0.7671979784174696,0.8893869158827794,"(284, 152, 194)","(284, 152, 194)",ok
1.2.840.113619.2.278.3.717616.286.1593493247.138,test,non-contrast,arterial,0.6320604288603542,0.6729436486978506,"(331, 143, 200)","(331, 143, 200)",ok
1.2.840.113619.2.278.3.717616.286.1593493247.138,test,non-contrast,venous,0.6483635963059435,0.6826238844482355,"(331, 143, 200)","(331, 143, 200)",ok
1.2.840.113619.2.278.3.717616.202.1592287875.688,test,non-contrast,venous,0.5731511508079874,0.8535472801851022,"(231, 146, 183)","(231, 146, 183)",ok
1.2.840.113619.2.278.3.717616.202.1592287875.688,test,non-contrast,arterial,0.4193655476076662,0.7153566635765757,"(231, 146, 183)","(231, 146, 183)",low_similarity
1.2.840.113619.2.278.3.717616.286.1587944973.161,test,non-contrast,venous,0.668953183302278,0.9377115438702773,"(259, 151, 185)","(259, 151, 185)",ok
1.2.840.113619.2.278.3.717616.286.1587944973.161,test,non-contrast,arterial,0.6482783872900176,0.9238389802654995,"(259, 151, 185)","(259, 151, 185)",ok
